	Score	0.95 MoE	P-Value	FDR
SAFB2	0.8656723883353727	0.16010131883036507	0.0009799724085438372	0.5326271186440678
TMED4	0.865668722799087	0.1729920744006498	0.0009847295561581275	0.5326271186440678
CCNG2	0.8656355007931061	0.1600031800164103	0.0010370581799153229	0.5326271186440678
CD300LD	0.8656313916972457	0.22746642275040602	0.001060843917986775	0.5326271186440678
LSMEM1	0.8656287129901008	0.1604417111640646	0.0010751153608296465	0.5326271186440678
C1QTNF4	0.8656165132893165	0.22756151594179697	0.0011274439845868416	0.5326271186440678
SLC44A4	0.8656123443797757	0.22745540870935094	0.0011322011322011322	0.5326271186440678
GRHL3	0.8656122942959188	0.22751760365879936	0.0011369582798154228	0.5326271186440678
RCN1P2	0.865605207921639	0.18467805103317286	0.0011464725750440037	0.5326271186440678
CLK1	0.8655831641453654	0.17400817678812996	0.001179772608344037	0.5326271186440678
FZD1	0.8655664412203278	0.17208413455457564	0.0011940440511869082	0.5326271186440678
ALG1L2	0.8655230839412763	0.2188307088896864	0.0012749155606298463	0.5326271186440678
ZSWIM3	0.8655136912839555	0.17291058616328142	0.0012891870034727178	0.5326271186440678
GLMP	0.8654881644600932	0.17332766602460853	0.0013462727748442035	0.5326271186440678
GINS3	0.8654857805903329	0.15973209873588365	0.0013510299224584938	0.5326271186440678
CTSLP2	0.8654765075097423	0.21881216782189325	0.0013605442176870747	0.5326271186440678
HTRA1	0.8654708179680033	0.21880889072381088	0.0013986013986013986	0.5326271186440678
SPRR2E	0.8654574829908303	0.22749731001042015	0.0014271442842871413	0.5326271186440678
AQP5	0.8654491285367143	0.21850500920650867	0.0014556871699728843	0.5326271186440678
CSTF3	0.8654349694584875	0.1598343599282176	0.001493744350887208	0.5326271186440678
TMEM45A	0.8654311913490028	0.17266535663963614	0.0015080157937300794	0.5326271186440678
IRS2	0.8654228308546349	0.1729268633540644	0.0015365586794158224	0.5326271186440678
RPS2P32	0.8654087923618734	0.2186511145518514	0.0015888873031730175	0.5326271186440678
FBRSL1	0.8653846479208042	0.1852705712421208	0.0016507302221587935	0.5326271186440678
B3GALT1	0.8653709104567187	0.1729342252274473	0.0016697588126159556	0.5326271186440678
FANCG	0.8653472824586413	0.1733347197898268	0.0017125731411445698	0.5326271186440678
TMEM158	0.8653257818661263	0.2184089429563312	0.0017696589125160555	0.5326271186440678
PROX2	0.8653056852789237	0.22724727217657192	0.0017982017982017982	0.5326271186440678
NPTX2	0.8652965892010069	0.21839157087448752	0.001836258979116122	0.5326271186440678
UBALD2	0.8652936167435138	0.1851975182415508	0.0018410161267304124	0.5326271186440678
SNTA1	0.865274973826951	0.16125669955137376	0.0018600447171875742	0.5326271186440678
ZNF467	0.8652223242447814	0.22719863503381552	0.001969459112316255	0.5326271186440678
USP20	0.865210073107558	0.17317364866700755	0.001978973407544836	0.5326271186440678
MIOX	0.8651869397407107	0.22737438534283255	0.00201703058845916	0.5326271186440678
C1orf123	0.8651463766197529	0.17206855514491903	0.0020883878026735168	0.5326271186440678
KRCC1	0.8651097119846722	0.17269147313437958	0.002107416393130679	0.5326271186440678
GBA2	0.8650591224296864	0.18451220966591503	0.0021407164264307123	0.5326271186440678
BSCL2	0.8650238422495362	0.18394022436673726	0.002178773607345036	0.5326271186440678
DPH5	0.8649950099854435	0.17303873856629223	0.0022263450834879408	0.5326271186440678
BRD2	0.8649314523019077	0.1603669548261285	0.0023357594786166213	0.5326271186440678
HLX	0.8649052946680127	0.18498053846482196	0.002383330954759526	0.5326271186440678
HSPB6	0.8649015172021042	0.17313426561555162	0.002402359545216688	0.5326271186440678
OR4E1	0.864868907346941	0.22710740628586923	0.0024213881356738498	0.5326271186440678
LDB3	0.8648506743709898	0.17269253661789113	0.0024356595785167212	0.5326271186440678
AC241410.1	0.8648413326149141	0.21844784119536936	0.002440416726131012	0.5326271186440678
YIPF3	0.8648201098601483	0.1836211897194649	0.002459445316588174	0.5326271186440678
IGBP1	0.864789802402716	0.17284797193334564	0.0024975024975024975	0.5326271186440678
ARTN	0.8647877904655492	0.21813068863916332	0.002511773940345369	0.5326271186440678
RASSF9	0.8647800251785215	0.22710298456513567	0.0025165310879596593	0.5326271186440678
AC010615.1	0.8647633005579506	0.17341283540762822	0.002535559678416821	0.5326271186440678
USP50	0.8647606669443973	0.22704405157204008	0.002540316826031112	0.5326271186440678
NFATC1	0.8647588755807774	0.17304564685281476	0.0025450739736454023	0.5326271186440678
TPRG1L	0.8647253417530595	0.16032090222585468	0.0025878883021740163	0.5326271186440678
PSCA	0.8646933763607442	0.22698819619239943	0.002611674040245469	0.5326271186440678
COX5A	0.8645963622754238	0.184622706726382	0.002692545549688407	0.5326271186440678
FBF1	0.864560354645997	0.17347910116966228	0.0027210884353741495	0.5326271186440678
SLITRK6	0.8645516886252049	0.21856395279887675	0.002735359878217021	0.5326271186440678
COL11A2	0.8644765581069567	0.17415345004574342	0.0028019599448170875	0.5326271186440678
SEPT14P19	0.8644716194613656	0.22690731349233825	0.0028067170924313783	0.5326271186440678
PDK4	0.8644677337741195	0.15986415708456592	0.0028209885352742494	0.5326271186440678
AARSD1	0.8644155791749155	0.18389871149038653	0.0028590457161885735	0.5326271186440678
PDZD11	0.8644135646703313	0.18407466466692599	0.002863802863802864	0.5326271186440678
ADRA1A	0.8644130679347029	0.21853425433737786	0.002868560011417154	0.5326271186440678
GTPBP2	0.8643956205729325	0.1732177931215587	0.002887588601874316	0.5326271186440678
PSMD5	0.8643902407134036	0.2268458371900787	0.0029018600447171874	0.5326271186440678
RBM19	0.864389398099907	0.1597506545221512	0.0029066171923314782	0.5326271186440678
NDUFB9	0.8643628091699058	0.18442699567962048	0.0029399172256315115	0.5326271186440678
ABHD4	0.8643519260210005	0.16030128321728823	0.002944674373245802	0.5326271186440678
IER2	0.8643039579787559	0.16039661340672054	0.002977974406545835	0.5326271186440678
AC138761.1	0.8642492722232235		0.0030112744398458685	0.5326271186440678
RNF146	0.8642074466952896		0.0030303030303030303	0.5326271186440678
PCF11	0.8642059800381364		0.0030350601779173206	0.5326271186440678
MS4A14	0.8641354843534917		0.003077874506445935	0.5326271186440678
ALDH7A1	0.864120062177677		0.0030873888016745158	0.5326271186440678
RB1CC1	0.8640726232256941		0.003106417392131678	0.5326271186440678
LYG1	0.8640533719112473		0.003120688834974549	0.5326271186440678
CLDN7	0.8639448217263423		0.0031730174587317446	0.5326271186440678
PRR7	0.863940029413074		0.003177774606346035	0.5326271186440678
ZNF671	0.8639013969939601		0.003196803196803197	0.5326271186440678
TMEM106A	0.8638560724934335		0.0032253460824889398	0.5326271186440678
RETREG3	0.8637595472305675		0.003277674706246135	0.5326271186440678
FAAHP1	0.8637341587240371		0.0032919461490890064	0.5326271186440678
RBM5	0.8637131957156746		0.003306217591931878	0.5326271186440678
PPIE	0.8636868456950324		0.0033252461823890397	0.5326271186440678
HSF1	0.8636031245832747		0.0033680605109176536	0.5326271186440678
TMEM54	0.8635463651182431		0.0033918462489891063	0.5326271186440678
ADGRV1	0.8635395949074917		0.003401360544217687	0.5326271186440678
H1F0	0.8634789533368992		0.00342990342990343	0.5326271186440678
RPSAP23	0.8634450437943225		0.003453689167974882	0.5326271186440678
CUL9	0.8634400863890208		0.003458446315589173	0.5326271186440678
HERPUD1	0.8634357934532744		0.003463203463203463	0.5326271186440678
RNF103	0.8634105561340781		0.003482232053660625	0.5326271186440678
CTDSP2	0.8634022432567227		0.0034869892012749154	0.5326271186440678
SLCO4C1	0.863340218537845		0.00353456067741782	0.5326271186440678
CCNL2	0.8632399170201513		0.0035868893011750153	0.5326271186440678
GALNT2	0.8631998477804986		0.0035964035964035964	0.5326271186440678
POLR2A	0.8631914837033361		0.0036059178916321775	0.5326271186440678
NR4A1	0.8631710873706244		0.0036154321868607582	0.5326271186440678
C16orf72	0.8630403933531973		0.003653489367775082	0.5326271186440678
SERPINB6	0.8629890367498048		0.0036677608106179533	0.5326271186440678
GPATCH3	0.8629724509656832		0.003686789401075115	0.5326271186440678
MAN2B1	0.8628995964723039		0.0037248465819894393	0.5326271186440678
SMIM5	0.8628859592043451		0.0037296037296037296	0.5326271186440678
RNF181	0.8628076163747012		0.0037581466152894726	0.5326271186440678
HEXIM1	0.8627699970685871		0.0037819323533609247	0.5326271186440678
LAD1	0.8627441346989894		0.0038009609438180865	0.5326271186440678
ADGRE1	0.8627392111110646		0.0038057180914323773	0.5326271186440678
PLSCR4	0.8626354099491634		0.0038390181247324106	0.5326271186440678
AC005726.1	0.8625907057923533		0.003862803862803863	0.5326271186440678
LRRC66	0.862570438740478		0.0038818324532610246	0.5326271186440678
SESN1	0.8624120017989341		0.0039056181913324772	0.5326271186440678
FRAT1	0.8623944643063963		0.003910375338946767	0.5326271186440678
FAM120C	0.8623923761088198		0.003915132486561058	0.5326271186440678
EMC3-AS1	0.8623271899340933		0.003924646781789639	0.5326271186440678
SSX2	0.8622820504660507		0.003929403929403929	0.5326271186440678
TRIM4	0.8622157937589134		0.003962703962703963	0.5326271186440678
RPL12	0.862172714937068		0.003976975405546834	0.5326271186440678
TAF4B	0.8621664957842411		0.0039817325531611245	0.5326271186440678
HELB	0.8621640035698108		0.003986489700775415	0.5326271186440678
IPO13	0.8620977286968596		0.003996003996003996	0.5326271186440678
FADS2P1	0.8620365918438239		0.004019789734075448	0.5326271186440678
PPP1R10	0.8620300250208608		0.00403406117691832	0.5326271186440678
NOA1	0.8620040703462647		0.00403881832453261	0.5326271186440678
DCP1B	0.8618669355644674		0.004072118357832643	0.5326271186440678
PTPRE	0.8617483907931771		0.004095904095904096	0.5326271186440678
ASF1B	0.8617261193456597		0.0041196898339755485	0.5326271186440678
HYAL3	0.8616431972049716		0.004157747014889872	0.5326271186440678
DDB2	0.8616380879432795		0.004172018457732744	0.5326271186440678
DMAC2	0.8616030935109751		0.004200561343418487	0.5326271186440678
SLC9A3R1	0.8615803603322408		0.004210075638647067	0.5326271186440678
ANKRD30BL	0.8615726938351222		0.004214832786261358	0.5326271186440678
JMY	0.8615319624865899		0.004224347081489939	0.5326271186440678
ZBTB34	0.8613985540789351		0.004248132819561391	0.5326271186440678
TAF5	0.861258041764965		0.004295704295704296	0.5326271186440678
TGFB2	0.8611869313171069		0.004319490033775748	0.5326271186440678
MAGEA12	0.8610798167584823		0.004357547214690072	0.5326271186440678
CATSPERD	0.8610021251024942		0.004386090100375815	0.5326271186440678
RPN2	0.8607605809195795		0.004447933019361591	0.5326271186440678
HSPBAP1	0.8605935954582038		0.004490747347890205	0.5326271186440678
GALNT12	0.8605718759831219		0.004500261643118786	0.5326271186440678
DENND2A	0.8605259106813381		0.004514533085961657	0.5326271186440678
TMEM185A	0.8604083726698384		0.0045383188240331095	0.5326271186440678
KLHL25	0.86033793245162		0.004557347414490272	0.5326271186440678
GP1BB	0.8603339133062229		0.0045621045621045625	0.5326271186440678
NGLY1	0.8603096280664816		0.0045668617097188524	0.5326271186440678
BRK1	0.8601912118034541		0.004581133152561724	0.5326271186440678
MAP3K1	0.8601829825776055		0.004585890300176015	0.5326271186440678
SRSF9	0.8601717697765442		0.004595404595404595	0.5326271186440678
ELOCP19	0.8601081238729895		0.004609676038247467	0.5326271186440678
ZNF264	0.8599320522267024		0.004662004662004662	0.5326271186440678
SESN2	0.8599252953816164		0.004666761809618953	0.5326271186440678
NADK	0.8598224594439953		0.004685790400076114	0.5326271186440678
HES1	0.859817039734443		0.004695304695304696	0.5326271186440678
RBM14	0.8597096267738575		0.004728604728604729	0.5326271186440678
AL031282.1	0.8594513145825128		0.004828504828504829	0.5326271186440678
EEF1G	0.8594271211867238		0.00483801912373341	0.5326271186440678
HDAC10	0.8590493560058332		0.004909376337947766	0.5326271186440678
TP53TG3	0.8587927874918897		0.004937919223633509	0.5326271186440678
ABCB6	0.8586586062649655		0.004966462109319252	0.5326271186440678
VPS39	0.8585922316766356		0.004985490699776414	0.5326271186440678
ERGIC1	0.8584885924645503		0.005023547880690738	0.5326271186440678
JUNB	0.8584780555117084		0.005028305028305029	0.5326271186440678
XRCC1	0.8583160384386271		0.005061605061605062	0.5326271186440678
FURIN	0.858222164725423		0.005080633652062224	0.5326271186440678
CDKN1B	0.8581574501455816		0.005099662242519385	0.5326271186440678
GAPDH	0.8578407956258834		0.005123447980590837	0.5326271186440678
TMEM35B	0.8578257768187888		0.005132962275819419	0.5326271186440678
ABCB8	0.8577947327079144		0.00515199086627658	0.5326271186440678
PITX2	0.857508004175233		0.005213833785262357	0.5326271186440678
HECA	0.8573022385728734		0.005275676704248133	0.5326271186440678
F10	0.8571775733280073		0.005308976737548166	0.5326271186440678
PEX6	0.857172678258027		0.0053137338851624565	0.5326271186440678
NUDT7	0.8570725518473499		0.005323248180391037	0.5326271186440678
PPP1R12C	0.8570034981766643		0.005361305361305362	0.5326271186440678
HNRNPA1P59	0.8567081713131669		0.005413633985062557	0.5326271186440678
APOE	0.8565737253992513		0.00544693401836259	0.5326271186440678
CAPN14	0.8563558361627425		0.00545644831359117	0.5326271186440678
YPEL2	0.856173172829322		0.005470719756434042	0.5326271186440678
AL031708.1	0.8561462126204498		0.005475476904048333	0.5326271186440678
ZFYVE1	0.8560495208948659		0.005489748346891204	0.5326271186440678
SMPDL3A	0.8560302046074202		0.005494505494505495	0.5326271186440678
HEXB	0.8558478133456204		0.005518291232576947	0.5326271186440678
PRKX	0.8557656736398418		0.0055373198230341085	0.5326271186440678
CDC37	0.8557156595248399		0.00554683411826269	0.5326271186440678
ALOX12	0.855651643338198		0.0055611055611055615	0.5326271186440678
PLEKHM3	0.8555996945804292		0.005570619856334142	0.5326271186440678
SLC15A4	0.855282702437227		0.005603919889634175	0.5326271186440678
CBX4	0.855233785640036		0.005613434184862757	0.5326271186440678
UBC	0.8549550820586749		0.0056752771038485325	0.5326271186440678
P2RX4	0.8548899515090566		0.005689548546691404	0.5326271186440678
PYM1	0.8545996014448437		0.005718091432377147	0.5326271186440678
EPC2	0.8544309010179812		0.0057561486132914706	0.5326271186440678
TINCR	0.8543898232151731		0.005760905760905761	0.5326271186440678
IP6K1	0.8541486473323288		0.005789448646591503	0.5326271186440678
RPS19	0.8541288079990097		0.005794205794205794	0.5326271186440678
AC018523.2	0.853891542021674		0.005803720089434375	0.5326271186440678
GDF15	0.8536512185729629		0.00585129156557728	0.5326271186440678
AC009220.3	0.8534529193928614		0.005875077303648732	0.5326271186440678
CLK2	0.8533585425426067		0.0058988630417201844	0.5326271186440678
KAZALD1	0.8532568031249871		0.005917891632177347	0.5326271186440678
TYMP	0.853227775486578		0.005927405927405927	0.5326271186440678
NR4A2	0.8530077960080268		0.005941677370248799	0.5326271186440678
SLC9A3	0.8528891332507101		0.005965463108320251	0.5326271186440678
KCNG1	0.852785443232416		0.0059797345511631225	0.5326271186440678
PIR	0.8526525309075994		0.0060082774368488655	0.5329113924050632
TMEM205	0.8519444198215791		0.006108177536748965	0.5394957983193277
CTSZ	0.851401200210467		0.00615574901289187	0.5398340248962655
ZNF74	0.8512901562095958		0.006179534750963322	0.5398340248962655
COPE	0.8512656587739844		0.006189049046191903	0.5398340248962655
ZNF428	0.8510893251999911		0.00626040626040626	0.5429718875502009
AC010422.6	0.8508933015375022		0.006303220588934875	0.5429718875502009
ANKZF1	0.8507010168743012		0.006346034917463489	0.5429718875502009
PPM1H	0.8503498249737123		0.006365063507920651	0.5429718875502009
PPM1B	0.8501572444014106		0.006398363541220684	0.5429718875502009
YEATS2	0.8501564730528327		0.006403120688834974	0.5429718875502009
MICAL2	0.8498874781325408		0.0064221492792921366	0.5429718875502009
CBX3P2	0.8498468877953925		0.006431663574520717	0.5429718875502009
ZNF625-ZNF20	0.8495070660289823		0.0064792350506636225	0.5446215139442231
HES6	0.8493411727172833		0.006503020788735075	0.5446215139442231
CHID1	0.849049942931941		0.0065363208220351075	0.5446640316205534
PELI2	0.8489850553301272		0.00655534941249227	0.5446640316205534
CYB5R1	0.8481018670813684		0.006607678036249465	0.5468503937007875
TANGO6	0.847404836027749		0.006702820988535274	0.5525490196078431
RMI2	0.8465776834618647		0.006807478236049665	0.5554770318021202
RPS23	0.846329662312375		0.006836021121735408	0.5554770318021202
PHC2	0.8463190172619892		0.0068407782693496975	0.5554770318021202
MKNK2	0.846177379688716		0.00685980685980686	0.5554770318021202
AC005912.1	0.8460645688310697		0.0068931068931068935	0.5554770318021202
UBL7	0.8458084158420706		0.006945435516864089	0.5554770318021202
COMT	0.8452695820065175		0.007035821321535607	0.5554770318021202
SEPT6	0.8449888698794951		0.00706436420722135	0.5554770318021202
TMEM86A	0.8449148697111962		0.0070881499452928026	0.5554770318021202
STRIP1	0.8447817474933138		0.007102421388135674	0.5554770318021202
ATRAID	0.8446099905942234		0.007135721421435707	0.5554770318021202
TNC	0.8441451743702699		0.007207078635650064	0.5554770318021202
PYCR2	0.8439222079907477		0.0072308643737215164	0.5554770318021202
CHST7	0.8435001990918873		0.00726416440702155	0.5554770318021202
MFSD10	0.8434329978733869		0.007283192997478712	0.5554770318021202
BUD31	0.8431850763994084		0.0073117358831644545	0.5554770318021202
ZER1	0.8431197424381419		0.007316493030778745	0.5554770318021202
RBM4	0.8430183174696074		0.007330764473621617	0.5554770318021202
LSM14B	0.8428274896328356		0.007354550211693069	0.5554770318021202
ATMIN	0.8426302784872114		0.00736406450692165	0.5554770318021202
KLHL24	0.8426122166591286		0.00736882165453594	0.5554770318021202
C2CD4D	0.8423826128628567		0.007383093097378812	0.5554770318021202
ESS2	0.8422467931051101		0.007397364540221683	0.5554770318021202
APEH	0.8422090716739249		0.007402121687835973	0.5554770318021202
CHMP2A	0.8416123683896783		0.007454450311593168	0.5554770318021202
C1orf54	0.8414160031263426		0.00746872175443604	0.5554770318021202
PRAF2	0.8414089837751565		0.007473478902050331	0.5554770318021202
PCIF1	0.8413549988701166		0.0074782360496646215	0.5554770318021202
BBC3	0.8402394163084236		0.007625707625707626	0.5612582781456954
KANSL3	0.8397957746987269		0.007725607725607726	0.5612582781456954
ZKSCAN2	0.8396171962046904		0.007739879168450597	0.5612582781456954
AC007731.2	0.8395385804744219		0.0077541506112934686	0.5612582781456954
PSAP	0.8394220676789502		0.00776842205413634	0.5612582781456954
SYF2	0.8392228680742546		0.007792207792207792	0.5612582781456954
NDUFA1	0.8392131707124375		0.007796964939822083	0.5612582781456954
EEF2	0.8391599908723067		0.007801722087436373	0.5612582781456954
CDK5RAP2	0.8388552510739141		0.007844536415964987	0.5612582781456954
WFDC1	0.8385639459347184		0.007887350744493602	0.5612582781456954
LZTR1	0.8383342748709904		0.007920650777793635	0.5612582781456954
ISYNA1	0.8382563681626096		0.007939679368250796	0.5612582781456954
WDR53	0.838040281311707		0.007949193663479378	0.5612582781456954
CDC25C	0.8376379270040213		0.00797297940155083	0.5612582781456954
NDN	0.8373345565857774		0.008015793730079445	0.5612582781456954
SGSM3	0.8373101248600224		0.008020550877693735	0.5612582781456954
HIST3H2A	0.8370997801000787		0.008030065172922317	0.5612582781456954
GATD1	0.8368822784961234		0.00805860805860806	0.5612582781456954
REC8	0.8368776057440093		0.00806336520622235	0.5612582781456954
HES4	0.8363015526871181		0.008177536748965321	0.565807962529274
DDX59	0.8362767489245343		0.008191808191808193	0.565807962529274
YPEL3	0.8349936264558897		0.008286951144094001	0.565807962529274
ZNF503	0.8347309801446857		0.008305979734551163	0.565807962529274
OS9	0.8343841856796762		0.008320251177394034	0.565807962529274
HIST1H4I	0.833975965699656		0.008348794063079777	0.565807962529274
CST3	0.833680345956349		0.008358308358308359	0.565807962529274
CHMP1B	0.8327135818884926		0.008424908424908424	0.565807962529274
CCDC92	0.8324217763946715		0.00847723704866562	0.565807962529274
DNPH1	0.8319559778931206		0.008520051377194235	0.565807962529274
ADSSL1	0.8316164236148497		0.00856286570572285	0.565807962529274
AMZ2P1	0.8314996031833587		0.00857238000095143	0.565807962529274
WBP2NL	0.831247476481542		0.008596165739022882	0.565807962529274
FANCA	0.8311574026888595		0.008610437181865754	0.565807962529274
DCAF4L1	0.8311535214993903		0.008615194329480044	0.565807962529274
ARPP19	0.8307934468741527		0.00866752295323724	0.565807962529274
KLHDC3	0.8306939317923557		0.008681794396080111	0.565807962529274
ACBD4	0.8304057459914548		0.008748394462680177	0.565807962529274
KLF10	0.8303503310391701		0.008762665905523048	0.565807962529274
DMWD	0.8302224708891479		0.00878169449598021	0.565807962529274
AC138827.1	0.8299378186600143		0.008805480234051663	0.565807962529274
P4HB	0.8298909942869366		0.008814994529280244	0.565807962529274
RBM14-RBM4	0.8295399010500123		0.008843537414965987	0.565807962529274
LIME1	0.829424542911827		0.008862566005423149	0.565807962529274
MGMT	0.8287895382256708		0.008933923219637506	0.565807962529274
FAM102A	0.8287088230087631		0.008952951810094667	0.565807962529274
YTHDC1	0.8285219777965148		0.008967223252937539	0.565807962529274
AIP	0.8283373072351283		0.008971980400551829	0.565807962529274
NINJ2	0.8281949847796886		0.008991008991008992	0.565807962529274
PRPF40B	0.8281130057585574		0.008995766138623282	0.565807962529274
LAMP1	0.8279185742173306		0.009062366205223348	0.565807962529274
TMEM258	0.8268637354326936		0.00917653774796632	0.565807962529274
GSTO2	0.8265903782448076		0.009233623519337805	0.565807962529274
VPS51	0.82629104639697		0.009266923552637838	0.565807962529274
PML	0.8260749940828545		0.009295466438323581	0.565807962529274
PAIP2	0.8259416401213157		0.009304980733552163	0.565807962529274
COX8A	0.8253975966173548		0.009338280766852195	0.565807962529274
PTK7	0.825090182394259		0.009362066504923649	0.565807962529274
PPCS	0.8248049695605666		0.009400123685837971	0.565807962529274
JCAD	0.8247813380004917		0.009409637981066553	0.565807962529274
DHRS4	0.8244932826851581		0.009438180866752296	0.565807962529274
CD99L2	0.8244712321232667		0.009442938014366586	0.565807962529274
THAP10	0.8239121995887158		0.0094857523428952	0.565807962529274
LFNG	0.8238565022307854		0.009495266638123782	0.565807962529274
MMS19	0.823446719257033		0.009528566671423815	0.565807962529274
CCNT2	0.8229832286425313		0.00959516673802388	0.565807962529274
HCFC1R1	0.8225310788803815		0.009685552542695399	0.565807962529274
PSPC1	0.8225267746254835		0.00969030969030969	0.565807962529274
ZNHIT1	0.8217912336721299		0.009737881166452595	0.565807962529274
ELOVL6	0.8215723747197966		0.009771181199752628	0.565807962529274
NUSAP1	0.8215661444247827		0.00977593834736692	0.565807962529274
CAD	0.8214912585092551		0.009790209790209791	0.565807962529274
MYBL2	0.8203832268938521		0.009847295561581275	0.565807962529274
VAMP1	0.8202826505331515		0.009856809856809857	0.565807962529274
MXD1	0.8201198215619697		0.009871081299652728	0.565807962529274
GLUL	0.8187185812357953		0.009975738547167119	0.565807962529274
SLC25A10	0.8186752905333193		0.00999000999000999	0.565807962529274
EIF3F	0.818629069822805		0.00999476713762428	0.565807962529274
BCAN	0.8185876582463464		0.009999524285238572	0.565807962529274
NAP1L1	0.8183954578285363		0.010013795728081443	0.565807962529274
TSPAN17	0.8183163305577629		0.010023310023310023	0.565807962529274
CHCHD2	0.818147168434682		0.010042338613767186	0.565807962529274
DIS3L	0.817897308685082		0.010075638647067219	0.565807962529274
LMF2	0.817641429989589		0.01009942438513867	0.565807962529274
HSPA1B	0.8174425865443622		0.010118452975595833	0.565807962529274
PSKH1	0.8172531898716886		0.010146995861281576	0.565807962529274
SAFB	0.8171107304970014		0.010170781599353028	0.565807962529274
RETSAT	0.8169178945736835		0.01018981018981019	0.565807962529274
KIF21A	0.8160440779765749		0.010294467437324581	0.565807962529274
SUMF2	0.8158954058075466		0.010332524618238904	0.565807962529274
COQ4	0.8158922935295368		0.010337281765853194	0.565807962529274
RBFOX2	0.8157852960562115		0.010342038913467485	0.565807962529274
PIK3R3	0.8156717294985354		0.010356310356310357	0.565807962529274
GNAI2	0.8150097457873899		0.010470481899053327	0.565807962529274
PRDX4	0.8147724486613827		0.01048951048951049	0.565807962529274
VGF	0.814756487458274		0.01049426763712478	0.565807962529274
CENPT	0.8144772090851279		0.010508539079967651	0.565807962529274
RFTN2	0.8143334066299306		0.010527567670424813	0.565807962529274
DCXR	0.8141897677828319		0.010556110556110556	0.565807962529274
MYDGF	0.8140256483194618		0.010570381998953427	0.565807962529274
C21orf33	0.8137739661091798		0.010622710622710623	0.565807962529274
HIST4H4	0.8137108363742128		0.010636982065553495	0.565807962529274
USF2	0.8135343766912803		0.010665524951239238	0.565807962529274
OTUD7A	0.8134964781803042		0.010670282098853527	0.565807962529274
LTBP2	0.8132655134287425		0.010689310689310689	0.565807962529274
AC012314.10	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.1	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.8	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.11	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.12	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.6	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.4	0.8126933296164814		0.010765425051139336	0.565807962529274
AC012314.5	0.8126933296164814		0.010765425051139336	0.565807962529274
BMF	0.8126116757865992		0.010779696493982208	0.565807962529274
