	Score	0.95 MoE	P-Value	FDR
GPR183	0.5898572484560592			
EEF1A1P29	0.5896906495473483			
TPRA1	0.5894624017418633			
AC022662.1	0.5893334264250422			
HSPE1P11	0.5889662855648189			
SLC12A1	0.5888895337674731			
AL022238.1	0.588784326159236			
AC091959.2	0.5881933954080677			
VWDE	0.5881172068077599			
RPL23	0.5875918196994956			
AP000654.2	0.5866321323454787			
ACTBP8	0.5864925259899649			
KIF21B	0.5861391364924486			
MOG	0.5860477048041312			
MT1G	0.585973958928055			
UBE2V2P4	0.5859186419284983			
RPL12P37	0.5858692886048652			
AC115621.1	0.5858458128687929			
RPL23AP30	0.5858207313486585			
RPS3AP5	0.5856595498267513			
ZNF836	0.584888687702269			
C9orf152	0.5846845987980375			
AC021443.1	0.5846422154217613			
C11orf68	0.5845944742712122			
AC093107.2	0.5845368280196058			
AC008799.1	0.5842513981428544			
AC099677.1	0.5841560653514033			
NSA2	0.5836679439228156			
DUSP15	0.5836086973710933			
PRADC1P1	0.5832722509659395			
AC108676.2	0.5832117768310812			
TDRD1	0.5831104649056454			
CRB3	0.582895599530812			
AC092139.1	0.5820447471359788			
AC125807.1	0.5819881033287224			
SKP1	0.5812666061882934			
AC138894.3	0.5812566628247612			
ADGRA1	0.5812263178179876			
SFMBT2	0.5811468271749811			
SAXO1	0.5806304384059577			
CHMP4A	0.5805955335182168			
AHCYP2	0.5804873040275863			
KRTAP3-2	0.5804299457555564			
ADAM3A	0.5802007912949864			
SIKE1	0.5796575355094475			
DCX	0.5796015768582772			
SPINK2	0.5793669588494076			
AC005351.1	0.5793367604380367			
SELENOK	0.5792535313294181			
RPS3P6	0.5790187748373037			
NPM1P32	0.5788559111689461			
ADGRB3	0.5787473373427392			
OR6A2	0.5786859597572983			
CCDC54	0.5784745432305065			
AC087385.2	0.5783210191693042			
GAPDHP71	0.5782815716055001			
AC107956.2	0.5781715893846053			
PKNOX2	0.5772663965690471			
AC146507.2	0.5769376158412802			
AC012170.1	0.5766966207711928			
KRT18P19	0.575956766848676			
Z99496.1	0.5758603781262887			
AC104819.1	0.5757865140881661			
RPS4XP3	0.5756384844123102			
AC025186.1	0.5755364524908041			
PLK3	0.5751056700723112			
KRT8P10	0.5748403843222536			
OR7E125P	0.5748159959512635			
CSNK1G2P1	0.5747005188665182			
ZNF431	0.5744806232566325			
CDC27P1	0.5708650195546061			
ALOX12P2	0.5698778858169258			
COX7A2L	0.5686105917839117			
RNPS1P1	0.5670989111868934			
AC136632.1	0.5663441575148078			
SLC41A3	0.5659721460979745			
GPN3	0.5656419523004139			
MRPL42P4	0.5651378180450156			
HSBP1L1	0.5637557483857077			
SERP1	0.5635441625332325			
EEF1A1P10	0.5631117910808279			
TGIF2-C20orf24	0.5629831786617184			
MGP	0.5621832254584131			
UBA52	0.56212929795924			
BAG6	0.5617729711395759			
RPL24P2	0.561573965666266			
AL391669.1	0.560597573907223			
FRMPD3	0.5603800495491021			
AL365232.1	0.5603678380539117			
NKX6-1	0.5599098520556355			
RPL14	0.5594719339055714			
WNT9B	0.5594385981919268			
RPS27AP16	0.5586953515290453			
RPL7A	0.558474322774613			
HSPA8P14	0.5584089291059915			
TMSB4X	0.5575302080341756			
HIST1H3C	0.5573942268791073			
GABARAPL1	0.5565275083529667			
PDE9A	0.5561997421704433			
AC090804.1	0.5560692651576131			
KLF1	0.5550878751569143			
OCIAD2	0.5544325184479035			
STAC2	0.5542557835899184			
TCEA1P2	0.5539330303168106			
ZNF671	0.5536242761673432			
ZNF702P	0.5529240774925398			
RAB32	0.5526858947719351			
AC113189.5	0.5526650870513596			
TMED7-TICAM2	0.5518315945287761			
RPS15A	0.5515112560407962			
Z93929.1	0.5513278775737919			
KDELR1	0.5511682635641841			
MAFF	0.5510998222117696			
CYP1A1	0.5507258318999495			
CCDC102B	0.5504309376852329			
SPAG7	0.5498691177576448			
MS4A6A	0.549390058153662			
AP000781.2	0.5493615911799937			
AC026366.1	0.5489246417943309			
AP003057.1	0.5478267474302172			
CXCL3	0.5473533504554986			
CALR4P	0.5468710214940488			
IL1RAPL1	0.5467933324453363			
RBCK1	0.5456140800298948			
DEFB103A	0.545262581451801			
DEFB103B	0.545262581451801			
NUDT16	0.5447757701696708			
NANOGP1	0.5447694701116774			
INHBA	0.5441496815603628			
NLRP12	0.5439771666344205			
RPL38	0.543278355075093			
PTPRN	0.5431057361280258			
STK3	0.5424232684985983			
ANK3	0.542221114255135			
MED15	0.5416218754229323			
CLK4	0.5411777482974335			
PIM1	0.5386580931920355			
PLLP	0.5376141045050802			
GABBR2	0.5375648865080552			
RPL10A	0.5374458942719017			
PSG2	0.537317190617453			
TLR5	0.537090099638578			
CCDC9	0.5368557285972174			
TRMT112	0.5359674241869758			
FRMPD2	0.5356967674784908			
AC133681.1	0.5327420381459916			
LCP1	0.532651432296022			
ZFP82	0.530729135222923			
COL6A4P1	0.5305565894534763			
TRPV2	0.5296115487781143			
RTTN	0.5292788078592479			
BAX	0.5291698376656927			
CDK11A	0.5288377296571638			
CXCL1	0.5286912331055531			
AC241585.2	0.5285290849108925			
MECP2	0.5284717895312875			
DAPK3	0.5282849380544844			
MRPS30	0.528145912181484			
CXCL8	0.526773776497012			
ENC1	0.5264269996596687			
CREBRF	0.5262978260516489			
CYR61	0.5259349754613394			
POLR3D	0.5258501861968701			
SLC2A9	0.5251423562075729			
HIST1H1E	0.5249696329146003			
RUNX1	0.524712997533043			
RPL19	0.5234754981799608			
MRPL48	0.523211923877552			
UBB	0.5229551146519947			
FANK1	0.5226900390219131			
UPP1	0.5222988662311192			
RPL22L1	0.521753498015563			
OSER1	0.5213032566214617			
RPL10	0.5201264209315435			
ATP6V1F	0.5199125849636069			
HCCS	0.5197339063252445			
POLR1C	0.5189930079701637			
ARL17B	0.518699052034331			
SAV1	0.5184748494499316			
ROR1	0.5184577861129307			
ADAMTS6	0.5165593854461236			
CCT6P1	0.5140822248994207			
TNFSF18	0.5132587835779745			
ANKRD1	0.5129044385437507			
AIG1	0.5127672829829748			
TMEM126A	0.5126278137315833			
PKNOX1	0.5108288577820475			
GADD45A	0.5079930172611963			
SC5D	0.5077095914155061			
BCL2A1	0.5074509081379407			
RPS23	0.5070280213241138			
ATP10B	0.5067484067450205			
PCBD1	0.5052245528730607			
HYAL3	0.5045949770510427			
GTF2H5	0.5039173899977191			
NAA20	0.5037520046792755			
MRPL9	0.5037386706588403			
FBXO25	0.5036486391271383			
EIF1	0.502082819639916			
LYNX1	0.5017605595613456			
IL24	0.5010539748771556			
BNIP1	0.5008362024144133			
HIST2H2BF	0.5007307821014363			
HLA-V	0.5004125315640914			
DNAJB1	0.49991349337698227			
IL1R2	0.4987797885729786			
MYOM1	0.49871891257096806			
UQCRH	0.4981143288949036			
CASP8	0.4978173343151523			
KTN1	0.49771859475098795			
ACTN4	0.49622059443266286			
RPP30	0.4952536548068427			
IGF2BP1	0.4944266547432892			
AC079250.1	0.4935569768678372			
RND3	0.4928011808523779			
IL31RA	0.4916090576684447			
FOSL1	0.491231532109495			
IFT88	0.49110671701960146			
AC115223.1	0.48991913624301536			
GPT2	0.4897320083553997			
GPX8	0.48936283917965495			
DRAM2	0.4861943533875462			
PPP3CA	0.48579499061324616			
COX6C	0.48578988789534777			
NOL7	0.48564062583104695			
HLA-DRB6	0.4847679670305248			
KRTAP2-3	0.4846983622231366			
ANAPC1	0.4845614136817457			
PSG5	0.484480453631781			
PFDN2	0.4842025584455127			
AC092070.2	0.4839827064930651			
C11orf88	0.4839411233474654			
THAP2	0.4838632474164118			
ELP3	0.48299610374650503			
ASPA	0.4829166511755694			
DUSP4	0.48280698633376506			
RPL26	0.48272560456743885			
ANKRD30BL	0.481755896628358			
KRT16	0.4813561683800589			
TRPS1	0.4811050805149759			
ZIC1	0.48084934961460546			
SOX9	0.48058531770432905			
UPF3AP3	0.4804096961733502			
KCNJ9	0.4797493757170914			
LURAP1L	0.4788795874233702			
KRT16P5	0.47861059724012933			
LEPROTL1	0.4785547258440544			
DMXL1	0.47751900624934857			
HIST1H2BF	0.4772726020397689			
AC007161.1	0.4770116004382398			
UQCC2	0.4768803893509655			
DUSP14	0.47673824714080365			
PLAC8	0.4763653870081921			
GAPDHP35	0.47616293486501843			
HSPA1B	0.47586973002280064			
CU633904.3	0.4751796467426061			
CTGF	0.4750723420179673			
LEPR	0.4748598851330724			
LVRN	0.4746554166326203			
RPL29	0.47449738150289694			
CHD2	0.4738170150626603			
RPL31	0.47378623408433235			
C12orf56	0.4737458897725842			
MCHR1	0.4733793708604532			
SLC25A6	0.47267901253690553			
ZMYND12	0.47248832927688683			
DNAJA4	0.47191499729050584			
RPSAP23	0.47189402762211374			
FARS2	0.47181517693173436			
DIRAS1	0.47170261226267696			
KLK2	0.47125452776976556			
FTH1	0.4712330312385363			
CXXC4	0.470633412704515			
AC022080.1	0.46962035079413145			
ZGRF1	0.4689715943403131			
BCHE	0.4687304053744063			
AC009093.8	0.46870181785938736			
AC079781.4	0.46842307710728914			
ST6GALNAC3	0.46814460597869545			
MT1F	0.4677109324086343			
TPK1	0.4676214444970907			
KARSP3	0.46738603022417596			
PCNX1	0.46725423944941724			
AC093591.3	0.4671795159884962			
FCGR2B	0.46640409126737886			
LONRF2	0.4663405177766752			
RPL10P9	0.46596952183089435			
RPL21P11	0.4658055353861014			
AP002381.1	0.4656373652781709			
CASK	0.46562762234774174			
MTND4P15	0.4655942844041408			
EPHA7	0.46539977678826094			
SUGCT	0.46520426612843735			
KRT17P4	0.4651978036511465			
HSPA8P1	0.4649395914499703			
LRRC10B	0.46487791380835314			
SLC34A2	0.46485825008346177			
TTLL6	0.4648324778384507			
NDUFS4	0.46462109613793234			
AC004691.2	0.464542527221621			
MTCO1P11	0.4643824016278095			
RPLP1P13	0.4641682691981638			
MYL3	0.4639174005268402			
AC091390.2	0.46389321864761646			
GHRHR	0.4638040044014551			
EPHA8	0.4636107827406159			
TPTE2P5	0.4635941647183616			
RPL27	0.4634411996130896			
AC063950.1	0.46326084327495304			
TARM1	0.4631934410126327			
NEDD4L	0.4631901125982288			
PSMD8P1	0.4631627452794594			
AC241585.1	0.4627605768509155			
HIST1H2BH	0.46263848629630266			
ZNF394	0.4625951548679079			
HSP90AB2P	0.4624685280207379			
PHBP11	0.4623492924616851			
C17orf78	0.4622955906655223			
EPHA2	0.4622928712968628			
AC090958.1	0.46227913027657264			
AC090958.2	0.46227913027657264			
AC026470.1	0.4622463122949738			
PSMD9	0.46215877330851646			
ANAPC10P1	0.46208401818232553			
VSTM1	0.4620355264558621			
APOOP4	0.46193089258704434			
TMSB4XP6	0.46192935183127193			
IMPG1	0.46192529322030124			
RPP21	0.46154153950015286			
UBE2MP1	0.46150685938936475			
C1orf105	0.4614958110322744			
RPL6P24	0.4614871226005379			
AP1B1P1	0.46143683844191963			
PPT2-EGFL8	0.4612875235363538			
HSPA8P9	0.46126830275179165			
IQCF1	0.4612428578040752			
UGT2B11	0.461186623498851			
AC241640.3	0.4611552143650103			
AC008740.1	0.4611552143650103			
PTPN2P1	0.46102029213263584			
ZNF883	0.4610134985613771			
IDH3G	0.4609036884176704			
CDC42P1	0.4608288807027002			
AC093700.1	0.46042819700655696			
UBBP1	0.4604072101836006			
AC007347.2	0.4604030772208529			
MTCO3P12	0.4602961723812778			
CARMIL2	0.4602184945685183			
HNRNPA3P9	0.4601433874454487			
NUDT9	0.4601103783167477			
PRMT8	0.46000324134776827			
IMMP1LP3	0.4596354052401391			
EEF1B2P7	0.45963371147853294			
AC087257.2	0.4595711108013552			
EFTUD1P1	0.45947158454553905			
AL049873.1	0.459332245884419			
HNRNPA1P4	0.4592409713899944			
WDFY4	0.4589711364221513			
IL1RN	0.4589592729523737			
AC006122.1	0.4589480836150558			
TDRD9	0.45874042047269176			
OTUD4P1	0.45866420598723556			
AC021231.2	0.45865867852203834			
CDH7	0.4586416958005267			
CHST8	0.458613106978706			
EEF1A1P25	0.45856457717194316			
PNLIPP1	0.4585231229303302			
PACRG	0.45847563282787906			
AC044787.1	0.4584662947500045			
FIGNL2	0.45839361869052553			
LRRC71	0.4582129104058789			
AL162431.4	0.4580846838444655			
SMYD3	0.45804014741258725			
EIF4A2P4	0.4579417263668434			
AC008770.3	0.4579251102381204			
AC003989.2	0.45792066628926126			
CLEC1B	0.45778574505397984			
RPL26P30	0.4577168149676102			
RPSAP15	0.45766511914079694			
OR8G1	0.45765929958023277			
AC126323.1	0.4576371145500285			
AC096533.1	0.4576360350794983			
RPL21P89	0.45762598480191186			
AC073476.2	0.45759361464614096			
LRRC32	0.45749492521523055			
CCDC124	0.457450416405794			
AC112482.1	0.4574420016559306			
PKMP3	0.4574201878984013			
HNRNPA1P40	0.45738483566197097			
HNRNPFP1	0.4573837853391207			
DNAJC5B	0.45736525803785477			
AC015795.1	0.45729760093305766			
MTNR1A	0.4572742520189987			
AC034236.1	0.4572257072808029			
AC034102.1	0.4570180296570443			
HMGA1	0.4570151830587087			
MTRNR2L13	0.4568712105666363			
OMD	0.45686379846474245			
MLN	0.45682660767464284			
OR13K1P	0.4568251208268276			
OR1K1	0.45680202416047405			
OR8H2	0.4567957964807772			
EEF1A1P30	0.45669779138053473			
LRP3	0.45668303407970934			
CHRNA2	0.45667856981157545			
POT1	0.4566695343880968			
GLRA2	0.45666192583798093			
KRTAP10-2	0.45664705883051493			
VAMP4	0.4566285501637361			
AL590762.4	0.45656444360519444			
MTCYBP43	0.4565560054184217			
EGLN3P1	0.45653637332054836			
AC121251.1	0.4564854485318525			
ZNF600	0.4564254523078269			
AC139712.1	0.45641229792757937			
HMG20B	0.4563647404745721			
AC005326.1	0.45635604530435847			
AL356320.1	0.45633707213353586			
AL096712.1	0.45620864544153206			
KLF3	0.4561886425971867			
NKAIN4	0.45614786989515566			
C18orf21	0.4558498616231752			
AC087821.2	0.455797962586158			
AC099066.3	0.4557271532177812			
ABHD17AP4	0.4556361884980592			
PRR13P1	0.45562730467553314			
TYW3	0.45560122940114633			
AC022493.2	0.45555865746234814			
RPL9P7	0.4555471549411133			
HMGB1P10	0.45551212517463385			
RPSAP26	0.4554896324033007			
RDH8	0.45542584846718			
ZIK1P1	0.4554208990565176			
MTCO1P25	0.45539397412117893			
CHRDL1	0.45531255032146356			
RPS24P12	0.4552932124079943			
GPAT2P2	0.4552615075926276			
RPS15AP1	0.45525879329445723			
AP006285.3	0.4552263620036996			
SLCO2B1	0.45522370487555913			
AC092106.1	0.4550754052912917			
HMGN2P3	0.45492943858613266			
RBM41	0.4549268953189298			
WBP11P1	0.45488800954542197			
MRPL18	0.4548814663271363			
AC012368.3	0.45487720556207			
AC009690.3	0.454536796749223			
VENTXP4	0.4545110242499402			
AC009299.1	0.4544934116403057			
RPL12P27	0.45448993953854355			
RPL12P35	0.45448878657415426			
MYH6	0.4544435973859539			
OR7E157P	0.4544119539114904			
AVPR1A	0.45426722661074287			
SLC30A8	0.4542306541402524			
Z99129.1	0.4541389785343433			
RND1	0.45404031360330493			
TMPRSS11F	0.45394678989488607			
AC004129.1	0.45392290460227797			
FAM96B	0.4538716936091043			
AC106730.1	0.4538469506792637			
C5orf60	0.45381556827338565			
HNRNPA1P72	0.4537736475609066			
RPL5P1	0.45376461247024485			
PRPH	0.4537532858477502			
SPATA2P1	0.4537470402435323			
SEBOX	0.4536160012645652			
CHCHD2P4	0.45358076021210064			
HLA-E	0.45353622093881946			
DRICH1	0.45352386990156895			
AC005670.2	0.45352171487384074			
CHCHD2P8	0.4534304640283869			
C12orf45	0.4533929061317103			
DMRTC2	0.45322779743757546			
AC078857.1	0.4532258532843582			
TXNDC2	0.45322223634884246			
RGS13	0.45311246590892934			
MPC1L	0.453096519460119			
KRT18P25	0.45303906097606217			
EEF1B2P2	0.4530376346601766			
CEACAM4	0.4530220826212405			
AC023598.1	0.45287641715093174			
AC133134.1	0.45285953812115043			
COL20A1	0.45271764251797714			
DEFB109B	0.4525564153089542			
DEFB109C	0.4525564153089542			
AARD	0.45254447717306384			
PSMA2P2	0.45248504716218696			
ACTBP6	0.45247831838196995			
RUNX1T1	0.45246166693633294			
RPL5P22	0.4524049580341493			
AC092183.1	0.4524030421710622			
AC090330.1	0.4523534472449362			
ZC4H2	0.4523405194608927			
AC114402.1	0.4523267813766766			
RABGGTB	0.4523209336468264			
OR10V3P	0.4522800081916616			
AL354890.1	0.45214610466714766			
AL133445.1	0.4521033723727555			
AC016304.1	0.4520858947849457			
AC130472.1	0.452070973828278			
BRD4	0.45204389924055777			
AC008073.3	0.4520226098745315			
EEF1GP5	0.4520186858417739			
ST13P18	0.451906524382828			
CD300LG	0.4518885881733771			
AC010468.1	0.4518787389739663			
AC025181.1	0.4517807449353274			
OR2F1	0.4513564434694685			
APLNR	0.4513459264822973			
GRID1	0.4512846258766139			
FPR2	0.45126199489261937			
CU633906.4	0.45124515771776286			
CRYAA	0.451229061097642			
AL669813.2	0.4512229344062007			
NFE2L3P1	0.4510911297893915			
MSLNL	0.45093282787612854			
RAC1P7	0.4507126486113909			
UBE2D3P2	0.4506543651510461			
CCL27	0.45058944871199913			
AC003982.1	0.45051938633177524			
KIAA1210	0.45047385584544003			
ACSM1	0.4504623521016184			
MAATS1	0.4504498461109878			
MZT1P1	0.4501184363221213			
PMCHL1	0.4500625246761146			
HDC	0.4500377969733669			
MS4A2	0.449975779403733			
UGT1A5	0.4499332472488963			
IL1B	0.4499109946723198			
KRT8P30	0.44982914628697834			
AL118558.2	0.4498217568781451			
TEKT3	0.44979427596773797			
AC037482.2	0.44977391402928885			
SEZ6L2	0.4496684905961774			
HYDIN2	0.449652924977962			
GK3P	0.44963410116860375			
AC211476.4	0.4496049013220928			
H2AFZP6	0.44959143803820684			
AL356801.1	0.44955841525693474			
OR2A25	0.4495501551091709			
FABP7P1	0.4495239032514018			
GOLGA8M	0.449517789538633			
AC024270.1	0.4495171753025547			
AP001793.1	0.44950823676778795			
AL592148.1	0.44948296651820213			
AC027544.1	0.44947943914225286			
HSPB2-C11orf52	0.4494519694971292			
AC105233.3	0.4494110430667902			
CD1D	0.4494106956935171			
SOX3	0.4494069776255973			
AC016700.2	0.4493831071907674			
CT55	0.44938292102697847			
BTBD6P1	0.44937581204443244			
AC013410.1	0.4493745923683889			
AC105245.1	0.44937371366819245			
AC103792.1	0.44936195384079053			
AC090543.1	0.4493615168048635			
AC007954.1	0.4493528000943001			
RPS10P3	0.4493409070223463			
GAPDHP70	0.44933128486295754			
HNRNPA1P26	0.4493118947801174			
NUTM2HP	0.44929033780940786			
AP002414.3	0.44928077405044053			
EEF1A1P24	0.449253313759473			
AC020728.1	0.4492429257240572			
AC083862.1	0.44923220023206206			
PRH2	0.44917423835623466			
AC006028.1	0.449162804508661			
AC016027.5	0.4491554228830103			
DUTP2	0.4491544058084633			
AC090018.1	0.4491093472617794			
OSTCP8	0.4490987751499419			
AC010422.5	0.44909248607861735			
AC108860.1	0.44908105622989386			
RHEBP3	0.44908089667668566			
RPL21P23	0.4490733099906015			
DUSP1	0.4489951204397199			
AC243922.2	0.44897995267004553			
CDH22	0.44896880673338135			
RPL7P12	0.448916057044214			
AC094019.1	0.4488510238742869			
TPT1P4	0.44884569806070534			
AC009268.1	0.44882405453656715			
RPSAP3	0.448818545449806			
ILF2P1	0.44881563786540896			
AC124856.1	0.4488089975989707			
COPS5	0.4488025238334583			
AC079248.1	0.4487758541634706			
SEPT7P3	0.4487740065123647			
ATP5G2	0.4487734863108241			
AC126603.1	0.448763986535392			
ST13P6	0.44875574098849663			
AL136968.1	0.44874386237269676			
CACYBPP2	0.448741889188516			
EEF1GP8	0.448710974464895			
SPECC1L-ADORA2A	0.4487031830289941			
NPM1P5	0.4486956962733461			
AC026462.1	0.4486826867575764			
PAICSP4	0.44865761231893014			
OR4G1P	0.4486271618086878			
GSTM3P1	0.448626281304344			
GABRA4	0.44861151823017736			
AC067863.1	0.44861041420146797			
ESRRB	0.4486080935943865			
AC146507.1	0.4485970645897676			
SIGLEC6	0.4485835608930643			
NPM1P38	0.4485648645182883			
TMEM244	0.4485571135248753			
C17orf98	0.4485545779408105			
IGLV8OR8-1	0.4485466223189343			
OR5AC4P	0.44854382470310716			
KHDC1P1	0.4485316279403187			
PNOC	0.4484913895623204			
AC092910.1	0.44847921868457624			
KRT8P47	0.44843408374008337			
Z95152.1	0.44841163170001824			
RPL12P10	0.4484044337309623			
HK2P1	0.4483768892277829			
RARRES2P1	0.4482592767484771			
LAP3P1	0.44824970276725945			
AC104076.2	0.4482143309884778			
RPS14P8	0.4481884050336122			
AF252830.1	0.44817100822454864			
ATP8A2P2	0.4481644743680625			
AKR1C8P	0.4481325962356612			
GOLGA6C	0.4481228961743938			
KLHDC8A	0.448119853272717			
RPL23AP52	0.4481150472931975			
AC068587.1	0.4481107487668463			
RNF113B	0.4481062353542456			
RBMXL2	0.44809913609059954			
ALS2	0.4480990174898673			
SHC2	0.4480839164839288			
AC108479.1	0.4480775575027875			
GYG2	0.4480747249852688			
PSG10P	0.44807069208090033			
AC127024.1	0.4480663821333149			
AC092896.1	0.4480524659942722			
PAX4	0.4480459561926084			
AC113398.1	0.4480432751395438			
AC113208.1	0.4480396027275049			
ATP4B	0.448035910543951			
FTMT	0.4480246089556525			
THEMIS3P	0.44802203528003853			
SOHLH1	0.448018456292916			
KRT8P17	0.44801173064854993			
CCNB2P1	0.4480077741235769			
KRTAP5-7	0.4480072403422042			
AC008753.1	0.4479995623773382			
AC004381.2	0.4479975701890349			
CCR5	0.44798704089473707			
AC090695.1	0.4479865911685708			
AC009093.9	0.4479677779646061			
RPL3P1	0.4479606502169507			
RPS3AP54	0.44795236165296276			
GRAMD4P7	0.4479441231592269			
CDKL4	0.44793525947585205			
CCNL2P1	0.44792835584242324			
AP001318.1	0.4479281781164618			
AC073150.1	0.4479116483815805			
RPL5P2	0.44790962869581696			
APOOL	0.4474423392925542			
AC114402.2	0.4470535640523496			
BMS1P10	0.4464999540132608			
CFAP54	0.44631386268202966			
DDX49	0.44581499545436176			
AC122718.1	0.44555256073357663			
SDR9C7	0.44542553060829604			
SUMO4	0.4449370453182659			
AC124283.4	0.4449086482249736			
RPL23AP42	0.444589859200193			
EEF1A1P5	0.44437284459955073			
TMEM262	0.44405800387355077			
GRIA2	0.44395475941113277			
RPL7L1P10	0.4437536280486105			
PLK2	0.4437106796887104			
SNTG1	0.4436856439950205			
RPL3P6	0.443638184946568			
TPTEP1	0.4431330316262968			
IFNL3P1	0.4430264705611743			
TMPRSS12	0.44301912382469427			
AC048351.1	0.442877154575109			
ATP5L	0.4421479506241519			
COPS2	0.44101281008089455			
AC068587.10	0.440946767666997			
EFCAB7	0.44037575256293543			
CD33	0.44032376262197126			
PYCR1	0.4402861531893427			
APOC2	0.44019415518247546			
RPS6KA6	0.4400686783892098			
CD300E	0.4398386728152237			
CPNE9	0.43927120243374823			
LILRB1	0.4387370374368174			
UBALD1	0.43838427850706413			
TMEM258	0.43810687967323775			
EIF3EP1	0.43806427375187984			
STAC3	0.437376870861763			
HOXC8	0.43731266964052545			
GTF2F2	0.43710141391072543			
VTI1B	0.43706460476807224			
MMS19	0.4360886892496404			
POU3F2	0.43596389320352247			
KCTD13	0.435780152525394			
GDF15	0.4356876644510056			
URGCP-MRPS24	0.4353988315816165			
KLRC3	0.43539659617294557			
THG1L	0.4352044574631287			
AP000350.12	0.43487969795806475			
AP000350.4	0.43487969795806475			
CTNNBIP1	0.43483079125358703			
FABP5P7	0.43473806571090534			
RLN1	0.43461459189740925			
STOML2	0.4342577134397448			
TXN	0.4342556528334874			
MICU2	0.433819062199288			
PPIH	0.43367395222491173			
ZNF711	0.43357098891662327			
CREM	0.4335313788298548			
INSL3	0.43329030690856984			
ZNF626	0.4330556521988126			
DKK1	0.4325829726814168			
AD000671.1	0.4324979762130959			
PADI4	0.43194544695332365			
KLK12	0.43182517593388897			
GZMM	0.4315417593002145			
SLC43A1	0.43135726831078475			
MRPS36	0.43114469948770157			
LDHB	0.4307923240599514			
REN	0.43077865700626106			
AC069503.2	0.4303585130258818			
FYB2	0.4293124491826923			
AC243899.2	0.42927386230098324			
AC005829.1	0.42927386230098324			
FGF2	0.4290198879143056			
PMPCB	0.4288801953054914			
UGT1A3	0.4285184153285811			
MCPH1	0.4282717920265531			
