Gene Set	Score	0.95 MoE	P-Value	FDR
PRC1_BMI_UP.V1_DN	0.08829294431558965	0.27103243030458923	0.4486772486772487	0.7397163120567375
PRC2_EZH2_UP.V1_DN	0.08593406862763711	0.28620665992777794	0.45026455026455026	0.7397163120567375
PTEN_DN.V1_DN	0.08375999350907185	0.24602432001640712	0.4523809523809524	0.7397163120567375
CAMP_UP.V1_UP	0.07986625632305476	0.22046797798365167	0.4603174603174603	0.7397163120567375
ESC_J1_UP_LATE.V1_DN	0.05951837734668735	0.18508620269394505	0.4830687830687831	0.7138686131386862
IL2_UP.V1_DN	0.05898858383512494	0.2769101117964583	0.4835978835978836	0.7138686131386862
CYCLIN_D1_UP.V1_UP	0.058740389422080916	0.2325939441299176	0.4846560846560847	0.7138686131386862
KRAS.600.LUNG.BREAST_UP.V1_DN	-0.004534429383707743	0.3029868579773637	0.4925925925925926	0.6947761194029851
EIF4E_UP	-0.04192681964692579	0.3091468012947419	0.4830687830687831	0.6864661654135339
ESC_J1_UP_EARLY.V1_UP	-0.04512605961152469	0.21054418813522174	0.4777777777777778	0.6840909090909092
SNF5_DN.V1_UP	-0.05379264034269215	0.25420715911175995	0.4740740740740741	0.683969465648855
STK33_NOMO_DN	-0.05419574219359132	0.2830992169486134	0.47354497354497355	0.683969465648855
CSR_LATE_UP.V1_UP	-0.05521328788823145	0.2455251394960788	0.4724867724867725	0.683969465648855
KRAS.AMP.LUNG_UP.V1_UP	-0.07310214293649996	0.2528774927712784	0.46084656084656084	0.6804687500000001
CYCLIN_D1_UP.V1_DN	-0.08719170974615324	0.3054084918336969	0.4486772486772487	0.6677165354330709
PKCA_DN.V1_UP	-0.08771344747585604	0.24601211751390198	0.44814814814814813	0.6677165354330709
RB_DN.V1_UP	-0.10187845519219514	0.22216470042108688	0.4343915343915344	0.6567999999999999
SIRNA_EIF4GI_UP	-0.10428816963239707	0.3066423419215586	0.43174603174603177	0.6567999999999999
PRC2_SUZ12_UP.V1_DN	-0.108001527805107	0.2399698130566878	0.4291005291005291	0.6567999999999999
KRAS.LUNG.BREAST_UP.V1_UP	-0.10906194446127006	0.21340539770350964	0.42804232804232806	0.6567999999999999
PDGF_ERK_DN.V1_DN	-0.11907509495367502	0.21833877963057682	0.4142857142857143	0.6471074380165289
CTIP_DN.V1_DN	-0.123511822121497	0.2625856093383463	0.4095238095238095	0.645
ALK_DN.V1_UP	-0.12404643842089261	0.3170691302369425	0.408994708994709	0.645
BMI1_DN.V1_UP	-0.12406975567963638	0.25607645861122236	0.4084656084656085	0.645
KRAS.PROSTATE_UP.V1_UP	-0.1268629121525636	0.24554037155875183	0.4058201058201058	0.645
PTEN_DN.V1_UP	-0.12723424426868193	0.22380599456376854	0.40476190476190477	0.645
LTE2_UP.V1_DN	-0.13243076326191344	0.3038389790781135	0.39735449735449735	0.645
KRAS.300_UP.V1_DN	-0.13426372051388907	0.2838500123493367	0.3962962962962963	0.645
KRAS.DF.V1_DN	-0.14141080607714712	0.2575888421628952	0.3904761904761905	0.645
KRAS.DF.V1_UP	-0.14152692292430147	0.23929553181818364	0.38994708994708993	0.645
PRC2_EED_UP.V1_UP	-0.15124989285052132	0.32575458528871043	0.37566137566137564	0.6396396396396395
E2F1_UP.V1_UP	-0.15496342684452552	0.20936959515641806	0.36984126984126986	0.6354545454545455
BMI1_DN.V1_DN	-0.15660098038468387	0.20487391908838737	0.36772486772486773	0.6354545454545455
HINATA_NFKB_IMMU_INF	-0.16704497225184767	0.3026812559650157	0.35873015873015873	0.6277777777777778
JNK_DN.V1_DN	-0.16786018882872275	0.24069831454485313	0.3576719576719577	0.6277777777777778
AKT_UP_MTOR_DN.V1_UP	-0.18478783938397703	0.2504651700327072	0.3412698412698413	0.6084905660377359
BCAT_BILD_ET_AL_DN	-0.18676765097653414	0.264155671201831	0.3380952380952381	0.6084905660377359
PDGF_UP.V1_UP	-0.18838785351910692	0.31199918425357126	0.3349206349206349	0.6084905660377359
NOTCH_DN.V1_UP	-0.18920216376478569	0.25573126362127113	0.3333333333333333	0.6084905660377359
VEGF_A_UP.V1_UP	-0.20291634610895282	0.20813611200741713	0.31746031746031744	0.5882352941176471
CAMP_UP.V1_DN	-0.20461353722604034	0.21631300977408596	0.3126984126984127	0.5851485148514851
BMI1_DN_MEL18_DN.V1_DN	-0.20474206956938554	0.23477087178556863	0.31216931216931215	0.5851485148514851
STK33_UP	-0.205065035327194	0.20123991437631744	0.31164021164021166	0.5851485148514851
SNF5_DN.V1_DN	-0.21304690582321073	0.32055703481994946	0.3010582010582011	0.5806122448979593
STK33_SKM_DN	-0.21958680878583411	0.212526453128373	0.2968253968253968	0.5783505154639175
ERB2_UP.V1_DN	-0.22913037466725886	0.2563522586074426	0.2904761904761905	0.571875
RAPA_EARLY_UP.V1_UP	-0.23320172546212592	0.22797220827425982	0.2851851851851852	0.5673684210526316
STK33_NOMO_UP	-0.24371087815729273	0.17681996570575892	0.27566137566137566	0.5542553191489362
IL15_UP.V1_DN	-0.24567775743975553	0.2881967042340229	0.2746031746031746	0.5542553191489362
KRAS.KIDNEY_UP.V1_DN	-0.2462661153956235	0.2090242381128012	0.273015873015873	0.5542553191489362
TBK1.DN.48HRS_UP	-0.24680967708430546	0.1562054562976849	0.27195767195767195	0.5542553191489362
NOTCH_DN.V1_DN	-0.24986222871475897	0.3363810079490863	0.27037037037037037	0.5542553191489362
LTE2_UP.V1_UP	-0.25129705080317577	0.26853909409664256	0.2677248677248677	0.5542553191489362
CRX_NRL_DN.V1_UP	-0.2551087982616625	0.24236303299063444	0.2650793650793651	0.5542553191489362
KRAS.600_UP.V1_DN	-0.2595508295106387	0.26164523612684515	0.2608465608465608	0.5542553191489362
RELA_DN.V1_DN	-0.26013288927467226	0.2033697925291224	0.26031746031746034	0.5542553191489362
HOXA9_DN.V1_UP	-0.26167340004320594	0.29465791739267605	0.25925925925925924	0.5542553191489362
KRAS.LUNG.BREAST_UP.V1_DN	-0.2680564085840981	0.33258015643699373	0.2544973544973545	0.5542553191489362
E2F1_UP.V1_DN	-0.27429433996959207	0.18890642333791263	0.24814814814814815	0.5542553191489362
MEK_UP.V1_UP	-0.27437720897155826	0.31140476452252075	0.24761904761904763	0.5542553191489362
CRX_DN.V1_UP	-0.28046313043386656	0.21883982555949402	0.24338624338624337	0.5542553191489362
KRAS.LUNG_UP.V1_DN	-0.28250923855144966	0.33619739803256077	0.24232804232804234	0.5542553191489362
LEF1_UP.V1_UP	-0.28725864282869495	0.2912409954708485	0.23862433862433863	0.5542553191489362
KRAS.BREAST_UP.V1_DN	-0.289864967403805	0.3475541744749374	0.23597883597883598	0.5542553191489362
TBK1.DF_UP	-0.2977208082933944	0.2569013117825882	0.2312169312169312	0.5542553191489362
TBK1.DF_DN	-0.3020839976245862	0.2559031546390562	0.2291005291005291	0.5542553191489362
ATF2_UP.V1_UP	-0.30496293826708154	0.25566183962338357	0.22645502645502646	0.5542553191489362
SIRNA_EIF4GI_DN	-0.3105688762500614	0.22746700911847162	0.22328042328042327	0.5542553191489362
CAHOY_ASTROCYTIC	-0.3252738181025477	0.18937192904695688	0.2126984126984127	0.5506849315068494
PKCA_DN.V1_DN	-0.3281117628826737	0.2432495248091152	0.21005291005291005	0.5506849315068494
TBK1.DN.48HRS_DN	-0.32837764571137	0.25902631177109153	0.20952380952380953	0.5506849315068494
RAF_UP.V1_UP	-0.3344710751671509	0.2765093241064163	0.20793650793650795	0.5506849315068494
ESC_V6.5_UP_EARLY.V1_DN	-0.33517609513233304	0.2989777526492057	0.2074074074074074	0.5506849315068494
CSR_EARLY_UP.V1_UP	-0.3382089752325607	0.2791537278227729	0.20687830687830688	0.5506849315068494
AKT_UP.V1_DN	-0.3421201241809016	0.23247735732336514	0.2037037037037037	0.5506849315068494
KRAS.PROSTATE_UP.V1_DN	-0.34229990253824166	0.28538461100203866	0.20317460317460317	0.5506849315068494
HINATA_NFKB_MATRIX	-0.34722904059031445	0.29588697831102084	0.1984126984126984	0.5506849315068494
E2F3_UP.V1_DN	-0.3525067290062855	0.31984461743746934	0.19523809523809524	0.5506849315068494
ESC_V6.5_UP_LATE.V1_DN	-0.3575412911766828	0.1754954247991621	0.1931216931216931	0.5506849315068494
BCAT_GDS748_UP	-0.3590291937714827	0.2396327805622277	0.191005291005291	0.5506849315068494
TGFB_UP.V1_UP	-0.3764741814193322	0.3012895944999057	0.18465608465608466	0.5506849315068494
MEL18_DN.V1_UP	-0.37984127640096566	0.18735187307606047	0.18253968253968253	0.5506849315068494
RELA_DN.V1_UP	-0.4020261596926073	0.19688512815400463	0.1693121693121693	0.5423728813559322
RB_P107_DN.V1_DN	-0.4045439222902234	0.17168293828732145	0.16560846560846562	0.5396551724137931
PDGF_ERK_DN.V1_UP	-0.4064018733833344	0.16784415939213443	0.164021164021164	0.5396551724137931
ATF2_UP.V1_DN	-0.41037540910076015	0.2360709933683164	0.16296296296296298	0.5396551724137931
ESC_J1_UP_EARLY.V1_DN	-0.41294260950690587	0.1921886427533163	0.16243386243386243	0.5396551724137931
RAF_UP.V1_DN	-0.42031577368674006	0.16065492456889677	0.1582010582010582	0.5396551724137931
LEF1_UP.V1_DN	-0.43072608859761435	0.2770578361173253	0.15396825396825398	0.5396551724137931
GCNP_SHH_UP_LATE.V1_DN	-0.43584934016116983	0.2949055168008259	0.15026455026455027	0.5396551724137931
MYC_UP.V1_UP	-0.4407578955056648	0.2723798638692661	0.14867724867724869	0.5396551724137931
WNT_UP.V1_DN	-0.4494391185073467	0.22346868918333745	0.14126984126984127	0.534
AKT_UP_MTOR_DN.V1_DN	-0.4505068712226966	0.20220243492325515	0.13968253968253969	0.534
ESC_J1_UP_LATE.V1_UP	-0.4538295326567048	0.3085721496531227	0.13703703703703704	0.534
HOXA9_DN.V1_DN	-0.45925040355564106	0.16874533151568338	0.13544973544973546	0.534
MYC_UP.V1_DN	-0.45970413191986054	0.16396154185309975	0.1349206349206349	0.534
BCAT.100_UP.V1_UP	-0.46744412694051796	0.22654850922581896	0.1306878306878307	0.534
EIF4E_DN	-0.4856489534145312	0.16864410686671225	0.12275132275132275	0.5272727272727273
ALK_DN.V1_DN	-0.49140308551663964	0.30207074446605914	0.11957671957671957	0.5255813953488372
PIGF_UP.V1_DN	-0.502642286267941	0.24135770539094575	0.11481481481481481	0.5166666666666667
SRC_UP.V1_DN	-0.5045421765896594	0.20627613782546994	0.11428571428571428	0.5166666666666667
ESC_V6.5_UP_LATE.V1_UP	-0.5045649461543731	0.33597238717214883	0.11375661375661375	0.5166666666666667
GCNP_SHH_UP_EARLY.V1_UP	-0.5162598796126486	0.17375546201899814	0.10846560846560846	0.5166666666666667
WNT_UP.V1_UP	-0.519592939553201	0.22675572175849232	0.10793650793650794	0.5166666666666667
CYCLIN_D1_KE_.V1_UP	-0.5341373587004843	0.22756188514874068	0.10423280423280423	0.5166666666666667
MTOR_UP.V1_UP	-0.537086807882517	0.16004683220864524	0.10211640211640212	0.5166666666666667
AKT_UP.V1_UP	-0.549587702912701	0.2790905110476719	0.09365079365079365	0.5057142857142858
KRAS.BREAST_UP.V1_UP	-0.5597053310747423	0.1623472793143717	0.08677248677248678	0.48235294117647065
IL2_UP.V1_UP	-0.5629010989946233	0.2448089073784911	0.08518518518518518	0.48235294117647065
JAK2_DN.V1_UP	-0.5653385996295159	0.35810349927834617	0.0835978835978836	0.48235294117647065
ATF2_S_UP.V1_UP	-0.5750750410217781	0.1558929743730834	0.08148148148148149	0.48235294117647065
ATM_DN.V1_DN	-0.5763627167910294	0.18582514917612922	0.07936507936507936	0.48235294117647065
RPS14_DN.V1_UP	-0.5870061983562441	0.17524184250142738	0.07407407407407407	0.48235294117647065
VEGF_A_UP.V1_DN	-0.589082120194909	0.1708007703639965	0.07248677248677249	0.48235294117647065
RPS14_DN.V1_DN	-0.5955306605541694	0.17701356154162434	0.06878306878306878	0.48148148148148145
ATF2_S_UP.V1_DN	-0.5977466109631584	0.22844327497958464	0.0671957671957672	0.48148148148148145
RB_P130_DN.V1_DN	-0.6001530020591618	0.17497179884488318	0.06613756613756613	0.48148148148148145
JNK_DN.V1_UP	-0.6060707680292519	0.2563423521321842	0.06349206349206349	0.48148148148148145
ERB2_UP.V1_UP	-0.6166234924474906	0.2690174045802111	0.059788359788359786	0.48148148148148145
P53_DN.V1_UP	-0.6167253305386687	0.16870774678939027	0.05925925925925926	0.48148148148148145
KRAS.600_UP.V1_UP	-0.6247745274808594	0.1554043137083434	0.05767195767195767	0.48148148148148145
CSR_LATE_UP.V1_DN	-0.6511104735248843	0.1842866254795898	0.04656084656084656	0.44
TGFB_UP.V1_DN	-0.6534937391640753	0.15163996956780992	0.04497354497354497	0.44
KRAS.50_UP.V1_UP	-0.6590362496285889	0.16439115472375448	0.04338624338624339	0.44
CAHOY_ASTROGLIAL	-0.6817588793805718	0.14736396508682628	0.03492063492063492	0.38823529411764707
BRCA1_DN.V1_DN	-0.6864595369419388	0.15584587544787332	0.03333333333333333	0.38823529411764707
P53_DN.V2_UP	-0.7104582733450294	0.1801632814918746	0.02857142857142857	0.36
BMI1_DN_MEL18_DN.V1_UP	-0.7159482332126363	0.16839638718395078	0.02486772486772487	0.33571428571428574
JAK2_DN.V1_DN	-0.7178577433975692	0.17843742348133096	0.023809523809523808	0.33571428571428574
E2F3_UP.V1_UP	-0.7207098108766524	0.1581805566181439	0.02328042328042328	0.33571428571428574
MTOR_UP.V1_DN	-0.7358767263042885	0.18319004988956228	0.018518518518518517	0.3181818181818182
PTEN_DN.V2_UP	-0.7753861216529565	0.1746460163742	0.014285714285714285	0.27
IL15_UP.V1_UP	-0.7782176087580199	0.1660743907443306	0.013756613756613757	0.27
EGFR_UP.V1_UP	-0.8004619326172404	0.1792614257759686	0.01164021164021164	0.27
CORDENONSI_YAP_CONSERVED_SIGNATURE	-0.8100574308228288	0.18030796796219586	0.010052910052910053	0.27
IL21_UP.V1_UP	-0.8122209869763158	0.170126858744412	0.009523809523809525	0.27
MTOR_UP.N4.V1_UP	-0.8182024948410997	0.16416144596976925	0.008465608465608466	0.27
KRAS.300_UP.V1_UP	-0.850832634839477	0.1721022566715468	0.004761904761904762	0.22500000000000003
SINGH_KRAS_DEPENDENCY_SIGNATURE_	-0.8626564631494776	0.18360050022743418	0.0031746031746031746	0.2
NRL_DN.V1_UP	-0.863288182823923	0.17300847110473586	0.0021164021164021165	0.2
PDGF_UP.V1_DN	-0.8644493731123158	0.18390326078272232	0.0010582010582010583	0.2
