Gene Set	Score	0.95 MoE	P-Value	FDR
ETV1.Lung_SALE_DN	-0.08729828313537714	0.27111346227613015	0.44594594594594594	0.619626168224299
PIK3CA_UP	-0.09338598502134104	0.19450983307290687	0.4358108108108108	0.6142857142857143
BRAF.Lung_SALE.24_UP	-0.09855826278128074	0.2968337966531921	0.4283783783783784	0.6096153846153846
BRAF.24_DN	-0.09874587783683976	0.21708005892447518	0.4277027027027027	0.6096153846153846
ETV1.Lung_SALE.Weeks_DN	-0.1046289180567651	0.3278332303267836	0.42027027027027025	0.6096153846153846
AKT1.24_DN	-0.1091275573906225	0.2004411003729807	0.40878378378378377	0.599009900990099
BRAF.Skin_PMEL_UP	-0.11136907699953648	0.3191039080453511	0.40743243243243243	0.599009900990099
AKT1.Lung_SALE_DN	-0.1131544810068598	0.21540948868358284	0.4027027027027027	0.599009900990099
PIK3CA.Breast_HMLE_DN	-0.11460614199677209	0.2702638275763328	0.3993243243243243	0.599009900990099
ETV1.Breast_HMLE.Weeks_UP	-0.11460922903083484	0.271654031111356	0.39864864864864863	0.599009900990099
KRAS.Breast_HMLE.Weeks_DN	-0.11558174024360457	0.25776214143046244	0.3939189189189189	0.599009900990099
ETV1.Weeks_UP	-0.12179788005571712	0.2198316853778899	0.3804054054054054	0.5926315789473684
PIK3CA.Skin_PMEL.24_DN	-0.13376109130991948	0.2837650139291439	0.3655405405405405	0.575531914893617
BRAF.Lung_SALE_DN	-0.14074799249750639	0.24005810678667178	0.3567567567567568	0.567741935483871
MEKdd.Skin_PMEL.Weeks_UP	-0.14263342703175727	0.3200709172973838	0.35405405405405405	0.567741935483871
AKT1_DN	-0.14858579660676682	0.24921123017006716	0.3472972972972973	0.5648351648351648
MEKdd.Breast_HMLE.Weeks_DN	-0.14919038849522845	0.3170689249384168	0.34594594594594597	0.5648351648351648
KRAS.Skin_PMEL_UP	-0.17276060581492317	0.31642604853746764	0.3168918918918919	0.5269662921348315
BRAF.Lung_SALE.Weeks_UP	-0.17529736629555476	0.3103571399403388	0.31351351351351353	0.5269662921348315
MEKdd.Breast_HMLE.24_DN	-0.17879103617758316	0.30261536655773924	0.3081081081081081	0.5241379310344828
PIK3CA.24_DN	-0.18397018168512771	0.21853377479047512	0.3047297297297297	0.5241379310344828
BRAF.Breast_HMLE_DN	-0.1942357503373975	0.32964155427396913	0.2925675675675676	0.5094117647058823
BRAF.Breast_HMLE_UP	-0.1970763084100797	0.32281542727783863	0.28783783783783784	0.5071428571428571
MEKdd.Lung_SALE.Weeks_UP	-0.20197365898538597	0.2808191120759744	0.2831081081081081	0.5048192771084337
KRAS.Breast_HMLE_DN	-0.21071382294898586	0.3406603340931281	0.27905405405405403	0.5036585365853659
AKT1.Skin_PMEL.Weeks_DN	-0.21221135658443346	0.23412943785189755	0.2756756756756757	0.5036585365853659
PIK3CA.Skin_PMEL.Weeks_DN	-0.21227655050472768	0.2630060278279111	0.275	0.5036585365853659
ETV1.Breast_HMLE.Weeks_DN	-0.2594778675112227	0.27051598108474706	0.24256756756756756	0.4544303797468354
ETV1_UP	-0.26325008681264456	0.18378989735021417	0.2418918918918919	0.4544303797468354
MEKdd.Skin_PMEL_UP	-0.2645532293629241	0.2254249661314605	0.23986486486486486	0.4544303797468354
KRAS.Lung_SALE.24_DN	-0.2688794740605177	0.26214993574088186	0.22702702702702704	0.4421052631578948
PIK3CA.Lung_SALE.Weeks_DN	-0.2739650589254749	0.30588677394496694	0.22364864864864864	0.4413333333333333
AKT1.Lung_SALE.Weeks_UP	-0.2804433293250997	0.3436973882128435	0.21621621621621623	0.43243243243243246
KRAS.Skin_PMEL_DN	-0.2807742767561402	0.18548630135856053	0.21554054054054053	0.43243243243243246
PIK3CA_DN	-0.28497576076135545	0.316766560113439	0.20945945945945946	0.4305555555555555
KRAS.Lung_SALE.Weeks_UP	-0.2952679677943536	0.30900333125760926	0.20405405405405405	0.4253521126760563
KRAS.Lung_SALE.12_UP	-0.3193894098610875	0.18946332393160042	0.1885135135135135	0.3985714285714286
KRAS.12_UP	-0.3193894098610875	0.18946332393160042	0.1885135135135135	0.3985714285714286
MEKdd.Breast_HMLE.24_UP	-0.3195713329954017	0.22467497904754463	0.18716216216216217	0.3985714285714286
KRAS.Lung_SALE.36_UP	-0.34675938920163607	0.2447536261264965	0.17364864864864865	0.3835820895522388
AKT1.Lung_SALE_UP	-0.3550772177901805	0.25109134280776374	0.16959459459459458	0.38030303030303025
PIK3CA.Lung_SALE_DN	-0.3551220123678992	0.3115760983425065	0.16891891891891891	0.38030303030303025
AKT1.Skin_PMEL_UP	-0.3575692605556739	0.1830067476748046	0.16689189189189188	0.38030303030303025
BRAF.24_UP	-0.36409331149747987	0.23820808178991223	0.1635135135135135	0.38030303030303025
KRAS.36_UP	-0.36952133188726954	0.24569584330054714	0.16148648648648647	0.38030303030303025
AKT1_UP	-0.3723236707403191	0.23720830110379176	0.15945945945945947	0.38030303030303025
KRAS.Skin_PMEL.Weeks_DN	-0.3747120324655348	0.29520337898163135	0.15878378378378377	0.38030303030303025
ETV1.Lung_SALE.24_UP	-0.3819243992355483	0.2702474574373933	0.15675675675675677	0.38030303030303025
PIK3CA.Weeks_DN	-0.38221283324893773	0.257545665347347	0.15608108108108107	0.38030303030303025
MEKdd.Breast_HMLE_UP	-0.39783365865470105	0.23539273837826524	0.15	0.38030303030303025
BRAF.Skin_PMEL.24_DN	-0.40128234938417895	0.23950426294328697	0.1472972972972973	0.38030303030303025
AKT1.Lung_SALE.Weeks_DN	-0.4274849207259233	0.16800377949107645	0.13513513513513514	0.3636363636363637
BRAF_UP	-0.4296383473595826	0.16216530609151938	0.13445945945945945	0.3636363636363637
KRAS.Lung_SALE_UP	-0.43536141683009927	0.2625252080711508	0.13175675675675674	0.3636363636363637
KRAS.18_DN	-0.4355758600127708	0.2878273590711962	0.13108108108108107	0.3636363636363637
KRAS.Lung_SALE.18_DN	-0.4355758600127708	0.2878273590711962	0.13108108108108107	0.3636363636363637
ETV1.24_UP	-0.46224621131659066	0.2268020496387424	0.12094594594594595	0.358
MEKdd_UP	-0.4840567967354837	0.2508143768605066	0.11148648648648649	0.336734693877551
MEKdd.Breast_HMLE_DN	-0.48482668800753437	0.264184396312577	0.11013513513513513	0.336734693877551
BRAF.Lung_SALE_UP	-0.4915914642086968	0.2286794182634587	0.10608108108108108	0.3340425531914894
ETV1.Skin_PMEL.24_UP	-0.4989539422318124	0.24757722373395874	0.10337837837837838	0.33260869565217394
ETV1.Skin_PMEL_UP	-0.4989539422318124	0.24757722373395874	0.10337837837837838	0.33260869565217394
KRAS.Skin_PMEL.24_UP	-0.5073232829570866	0.32145545361451766	0.10135135135135136	0.33260869565217394
MEKdd.Lung_SALE_UP	-0.508398958260107	0.26438502240962913	0.10067567567567567	0.33260869565217394
PIK3CA.Breast_HMLE.24_DN	-0.5104582552765313	0.19564573528822912	0.09932432432432432	0.33260869565217394
KRAS.Breast_HMLE.24_UP	-0.5200875299810163	0.21393996916205774	0.09594594594594595	0.33260869565217394
AKT1.Breast_HMLE_UP	-0.5338851368340445	0.17308145515477683	0.0891891891891892	0.33
AKT1.Weeks_DN	-0.534961541882915	0.22718222176136257	0.08783783783783784	0.33
KRAS.Skin_PMEL.Weeks_UP	-0.5488262550118532	0.17506220708281114	0.08445945945945946	0.32894736842105265
KRAS.Lung_SALE.12_DN	-0.5549654102832913	0.24223132200588346	0.08378378378378379	0.32894736842105265
AKT1.Skin_PMEL.24_UP	-0.55757095535467	0.2981358737503596	0.08243243243243244	0.32894736842105265
KRAS.12_DN	-0.5600707296334297	0.24232918265542247	0.08175675675675675	0.32894736842105265
MEKdd.Weeks_DN	-0.5602457944605754	0.16247479385819874	0.0804054054054054	0.32894736842105265
AKT1.Breast_HMLE_DN	-0.5676406902108411	0.23546000563385347	0.07635135135135135	0.32894736842105265
AKT1.Skin_PMEL_DN	-0.5753514845812828	0.16513544132324104	0.07432432432432433	0.32894736842105265
MEKdd.Skin_PMEL.24_UP	-0.5856741955325172	0.2446427493226031	0.07094594594594594	0.32894736842105265
BRAF_DN	-0.6089666943758812	0.17853667547448007	0.062162162162162166	0.30666666666666664
AKT1.24_UP	-0.6273043190016615	0.16616355359550478	0.052702702702702706	0.26896551724137935
PIK3CA.Lung_SALE.24_UP	-0.6354116710414337	0.18359313100392005	0.047972972972972976	0.25357142857142856
KRAS_DN	-0.6482334161924628	0.3436693521083864	0.04054054054054054	0.22222222222222224
PIK3CA.Lung_SALE.Weeks_UP	-0.6569592467473664	0.1655429430623954	0.03783783783783784	0.2153846153846154
KRAS.Lung_SALE_DN	-0.6619997138906911	0.16746574295906264	0.037162162162162164	0.2153846153846154
KRAS_UP	-0.6663163122411226	0.24395958587995634	0.03648648648648649	0.2153846153846154
KRAS.Weeks_DN	-0.6944454687084911	0.17720086700830812	0.03445945945945946	0.2153846153846154
MEKdd.Lung_SALE.24_UP	-0.6957151050829776	0.18015871449551443	0.033783783783783786	0.2153846153846154
ETV1.Skin_PMEL_DN	-0.6992129488314154	0.1807153144908231	0.03310810810810811	0.2153846153846154
ETV1.Skin_PMEL.24_DN	-0.6992129488314154	0.1807153144908231	0.03310810810810811	0.2153846153846154
BRAF.Skin_PMEL.Weeks_DN	-0.7058722550194954	0.1679063923168964	0.03175675675675676	0.2153846153846154
BRAF.Weeks_DN	-0.7077712882724128	0.18660412882090627	0.031081081081081083	0.2153846153846154
KRAS.Breast_HMLE_UP	-0.7248369593315221	0.1614766415230686	0.02972972972972973	0.2153846153846154
AKT1.Lung_SALE.24_UP	-0.7296284135799125	0.18033462733644515	0.027702702702702704	0.2153846153846154
KRAS.Lung_SALE.24_UP	-0.73508038244153	0.16395945780661728	0.026351351351351353	0.2153846153846154
AKT1.Breast_HMLE.24_UP	-0.7578301628935534	0.14528215341828354	0.022972972972972974	0.2153846153846154
KRAS.24_UP	-0.7674988288101973	0.16905463215742986	0.019594594594594596	0.2153846153846154
KRAS.Breast_HMLE.Weeks_UP	-0.7733232055262731	0.16696176914003077	0.018243243243243244	0.2153846153846154
KRAS.Lung_SALE.36_DN	-0.8006815746224002	0.18020472231361373	0.014864864864864866	0.2
KRAS.36_DN	-0.8006815746224002	0.18020472231361373	0.014864864864864866	0.2
MEKdd.Weeks_UP	-0.8015806212377378	0.16306691865180284	0.013513513513513514	0.2
BRAF.Lung_SALE.Weeks_DN	-0.8024804814530356	0.183546665868946	0.012837837837837839	0.2
BRAF.Skin_PMEL.24_UP	-0.8062667478585828	0.16873010982459427	0.012162162162162163	0.2
ETV1.Weeks_DN	-0.8119911150919642	0.15482796097678606	0.011486486486486487	0.2
KRAS.Lung_SALE.Weeks_DN	-0.8176333505377484	0.17143750944116176	0.00945945945945946	0.2
KRAS.Weeks_UP	-0.8250907114004483	0.1541551814132848	0.007432432432432433	0.2
PIK3CA.Lung_SALE_UP	-0.8430119262940347	0.1689079405298944	0.00472972972972973	0.2
AKT1.Skin_PMEL.24_DN	-0.8544734399878442	0.15790947899783095	0.002702702702702703	0.2
MEKdd_DN	-0.8646337333045742	0.17295178016206125	0.0006756756756756757	0.1
